,0,1
0,-1381.5029214141991,0.5215071808390869
1,-1378.6790099262707,0.508731588367222
2,-1375.855098438342,0.495955995895414
3,-1373.031186950414,0.48318040342366103
4,-1370.2072754624855,0.47040481095179615
5,-1367.3833639745574,0.4576292184800414
6,-1364.5594524866287,0.44485362600823336
7,-1361.7355409987008,0.4320780335364786
8,-1358.9116295107722,0.41930244106461373
9,-1356.087718022844,0.40652684859286076
10,-1353.2638065349154,0.3937512561209959
11,-1350.4398950469874,0.38097566364918783
12,-1347.615983559059,0.36820007117743486
13,-1344.7920720711304,0.35542447870557
14,-1341.9681605832022,0.3426488862338721
15,-1339.1442490952736,0.3298732937620072
16,-1336.3203376073454,0.3170977012901956
17,-1333.496426119417,0.30432210881838756
18,-1330.6725146314886,0.2915465163466346
19,-1327.8486152519406,0.27875961620854284
20,-1325.024691655632,0.26599533140296167
21,-1322.2007801677037,0.25321973893126554
22,-1319.376868679775,0.24044414645934378
23,-1316.5529571918469,0.22766855398758903
24,-1313.7290457039185,0.214892961515781
25,-1310.9051342159903,0.20211736904402625
26,-1308.0812227280617,0.18934177657216136
27,-1305.2573112401333,0.1765661841004084
28,-1302.4333997522053,0.16379059162860035
29,-1299.6094882642767,0.15101499915673547
30,-1296.7855767763485,0.1382394066849825
31,-1293.96166528842,0.12546381421317446
32,-1291.1377538004917,0.11268822174136287
33,-1288.3138423125633,0.09991262926955483
34,-1285.489930824635,0.08713703679780008
35,-1282.6660193367068,0.0743614443259352
36,-1279.8421078487781,0.06158585185418222
37,-1277.01819636085,0.04881025938237418
38,-1274.1942848729213,0.0360346669105093
39,-1271.3703733849932,0.02325907443875633
40,-1268.5464618970648,0.010483481966948292
41,-1265.7225504091364,-0.0022921105048633013
42,-1262.8986510295886,-0.015079010642898176
43,-1260.0747274332798,-0.02784329544842609
44,-1257.2508159453514,-0.040618887920290975
45,-1254.426904457423,-0.05339448039210079
46,-1251.6029929694948,-0.06617007286385199
47,-1248.7790814815664,-0.07894566533571687
48,-1245.955169993638,-0.09172125780746984
49,-1243.1312585057096,-0.10449685027927788
50,-1240.3073470177812,-0.11727244275114632
51,-1237.483435529853,-0.1300480352228975
52,-1234.6595240419244,-0.14282362769465226
53,-1231.835612553996,-0.15559922016651714
54,-1229.0117010660679,-0.16837481263832652
55,-1226.1877895781392,-0.18115040511007816
56,-1223.363878090211,-0.19392599758194348
57,-1220.5399666022827,-0.20670159005375285
58,-1217.7160551143545,-0.21947718252550716
59,-1214.8921436264259,-0.23225277499731564
60,-1212.068232138498,-0.24502836746912413
61,-1209.2443327589494,-0.25781526760710216
62,-1206.4204091626411,-0.2705795524127433
63,-1203.5964976747125,-0.28335514488455266
64,-1200.7725861867846,-0.29613073735636114
65,-1197.948674698856,-0.3089063298281696
66,-1195.1247632109275,-0.32168192229992215
67,-1192.3008517229994,-0.3344575147717333
68,-1189.4769402350707,-0.3472331072435418
69,-1186.6530287471426,-0.36000869971535027
70,-1183.8291172592142,-0.37278429218710146
71,-1181.0052057712858,-0.38555988465896945
72,-1178.1812942833574,-0.39833547713083567
73,-1175.3573827954292,-0.41111106960253047
74,-1172.5334713075008,-0.4238866620743958
75,-1169.7095598195722,-0.4366622545461483
76,-1166.8856483316438,-0.44943784701795947
77,-1164.0617368437156,-0.46221343948976795
78,-1161.2378253557874,-0.474989031961548
79,-1158.413913867859,-0.48776462443335605
80,-1155.5900023799306,-0.5005402169052241
81,-1152.7660908920022,-0.5133158093770335
82,-1149.9421794040738,-0.5260914018487567
83,-1147.1182679161457,-0.538866994320622
84,-1144.294356428217,-0.5516425867923754
85,-1141.4704449402889,-0.5644181792641573
86,-1138.6465334523605,-0.5771937717360226
87,-1135.8226219644323,-0.5899693642078311
88,-1132.9987104765037,-0.6027449566795845
89,-1130.1747989885753,-0.615520549151421
90,-1127.350887500647,-0.6282961416232312
91,-1124.5269760127185,-0.6410717340949829
92,-1121.7030766331704,-0.653858634233075
93,-1118.8791651452423,-0.6666342267048568
94,-1116.0552415489335,-0.6793985115104119
95,-1113.2313300610053,-0.6921741039822488
96,-1110.407418573077,-0.7049496964540004
97,-1107.5835070851485,-0.7177252889258107
98,-1104.7595955972201,-0.7305008813976755
99,-1101.9356841092917,-0.7432764738694858
100,-1099.1117847297437,-0.7560633740074358
101,-1096.2878611334352,-0.7688276588130744
102,-1093.4639496455068,-0.7816032512848278
103,-1090.6400381575784,-0.7943788437566665
104,-1087.8161266696502,-0.8071544362285034
105,-1084.9922151817216,-0.8199300287002834
106,-1082.1683036937934,-0.8327056211720653
107,-1079.3443922058648,-0.8454812136438733
108,-1076.5204807179364,-0.8582568061156551
109,-1073.6965692300082,-0.8710323985874352
110,-1070.8726698504602,-0.8838192987254989
111,-1068.0487462541516,-0.8965835835310824
112,-1065.224834766223,-0.9093591760028926
113,-1062.400923278295,-0.9221347684747011
114,-1059.5770117903662,-0.9349103609465096
115,-1056.753100302438,-0.947685953418263
116,-1053.9291888145096,-0.960461545890071
117,-1051.1052773265815,-0.9732371383619097
118,-1048.281365838653,-0.9860127308336614
119,-1045.4574543507247,-0.9987883233054983
120,-1042.6335428627965,-1.0115639157773368
121,-1039.8096313748679,-1.0243395082491187
122,-1036.9857198869395,-1.0371151007208987
123,-1034.161808399011,-1.0498906931927072
124,-1031.337896911083,-1.0626662856645175
125,-1028.5139854231545,-1.0754418781363255
126,-1025.690073935226,-1.0882174706081358
127,-1022.8661624472977,-1.1009930630799158
128,-1020.0422509593693,-1.1137686555517243
129,-1017.2183394714409,-1.1265442480235346
130,-1014.3944279835126,-1.1393198404953164
131,-1011.5705164955842,-1.152095432967125
132,-1008.7466171160364,-1.1648823331051887
133,-1005.9226935197277,-1.1776466179107437
134,-1003.0987820317995,-1.1904222103825517
135,-1000.2748705438707,-1.203197802854362
136,-997.4509590559428,-1.215973395326142
137,-994.6270475680141,-1.228748987797922
138,-991.8031360800858,-1.2415245802697608
139,-988.9792245921575,-1.254300172741571
140,-986.1553131042292,-1.2670757652133795
141,-983.3314016163008,-1.279851357685188
142,-980.5074901283726,-1.2926269501569698
143,-977.6835786404442,-1.3054025426287779
144,-974.8596671525156,-1.3181781351005597
145,-972.0357677729676,-1.3309650352385667
146,-969.2118562850393,-1.3437406277104036
147,-966.3879326887306,-1.3565049125160438
148,-963.5640212008024,-1.3692805049877972
149,-960.740109712874,-1.3820560974596057
150,-957.9161982249457,-1.3948316899314142
151,-955.092286737017,-1.4076072824031676
152,-952.2683752490888,-1.4203828748749778
153,-949.4444637611605,-1.4331584673467859
154,-946.6205522732321,-1.4459340598185944
155,-943.7966407853038,-1.4587096522904028
156,-940.9727292973755,-1.471485244762213
157,-938.1488178094472,-1.4842608372340234
158,-935.3249063215185,-1.4970364297058318
159,-932.5009948335903,-1.5098120221775835
160,-929.6770833456619,-1.5225876146494222
161,-926.8531718577336,-1.5353632071212324
162,-924.0292603698052,-1.548138799593012
163,-921.2053488818771,-1.5609143920648205
164,-918.3814373939487,-1.573689984536629
165,-915.5575259060204,-1.5864655770084393
166,-912.733614418092,-1.599241169480221
167,-909.9097029301635,-1.612016761952058
168,-907.0857914422351,-1.624792354423838
169,-904.2618799543068,-1.6375679468956768
170,-901.4379684663785,-1.6503435393674586
171,-898.6140569784501,-1.6631191318392382
172,-895.7901454905218,-1.6758947243110467
173,-892.9662340025934,-1.6886703167828552
174,-890.1423225146649,-1.7014459092546654
175,-887.3184110267365,-1.7142215017264757
176,-884.4944995388082,-1.7269970941983126
177,-881.6705880508799,-1.7397726866700642
178,-878.846688671332,-1.7525595868081014
179,-876.0227650750234,-1.7653238716136848
180,-896.4729885667088,-54.12874716329112
181,-870.6981939738832,-2.5179673857128972
182,-867.8742824859548,-2.530742978184734
183,-865.0503709980266,-2.543518570656572
184,-862.2264595100983,-2.5562941631283262
185,-859.40254802217,-2.5690697556001347
186,-856.5786365342417,-2.581845348071943
187,-853.7547250463134,-2.594620940543726
188,-850.930813558385,-2.6073965330155353
189,-848.1069020704564,-2.6201721254873434
190,-845.282990582528,-2.632947717959152
191,-842.4590790945997,-2.6457233104309887
192,-839.6351676066714,-2.6584989029027697
193,-836.8112561187431,-2.6712744953745524
194,-833.9873446308148,-2.684050087846361
195,-831.1634331428864,-2.6968256803181694
196,-828.3395216549582,-2.709601272789952
197,-825.5156101670295,-2.7223768652617615
198,-822.6916986791011,-2.735152457733598
